LotFrontageSF,LotAreaSF,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMaterial,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,FirstFlrSF,SecondFlrSF,GrLivArea,GarageType,GarageYrBlt,GarageCars,GarageSF,GarageQual,WoodDeckSF,OpenPorchSF,MiscFeature,SalePrice
60,9738,Single Family Detached,1.5 Story,5,7,1924,1950,Gable,Standard Composite Shingle,3,4,Brick & Tile,3,3,392,784,GasA,4,Yes,949,272,1221,Attached,1965,1,392,3,0,0,None,104900
107,10615,Two Family Conversion,2 Story,3,5,1900,1970,Gable,Standard Composite Shingle,3,3,Cinder Block,2,3,440,978,GasA,3,Yes,1014,685,1699,Car Port,1920,2,420,2,0,74,None,95000
89,12461,Single Family Detached,1 Story,8,5,1994,1995,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,1456,1624,GasA,5,Yes,1624,0,1624,Attached,1994,3,757,3,0,114,None,262000
68,8935,Single Family Detached,2 Story,7,5,2002,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,831,GasA,5,Yes,831,829,1660,Attached,2002,2,493,3,144,68,None,195000
60,7500,Single Family Detached,2 Story,7,5,1999,1999,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,994,GasA,4,Yes,1028,776,1804,Attached,1999,2,442,3,140,60,None,189000
0,32463,Two Family Conversion,1 Story,4,4,1961,1975,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,1159,1249,GasA,5,Yes,1622,0,1622,More than one type,1975,4,1356,3,439,0,Second Garage,168000
24,2645,Townhouse,2 Story,8,5,1999,2000,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,776,GasA,5,Yes,764,677,1441,Detached,1999,2,492,3,206,0,None,174000
60,9600,Single Family Detached,1.5 Story,5,8,1925,1994,Gambrel,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,702,GasA,4,Yes,842,630,1472,Detached,1925,1,250,3,0,0,None,125000
0,4500,Townhouse End Unit,1 Story,6,5,1999,1999,Hip,Standard Composite Shingle,3,3,Poured Concrete,5,3,883,1224,GasA,5,Yes,1224,0,1224,Attached,1999,2,402,3,0,304,None,165000
80,9364,Single Family Detached,2 Story,6,7,1969,1969,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,371,663,GasA,3,Yes,663,689,1352,Attached,1969,1,299,3,379,36,None,158000
51,8029,Single Family Detached,2 Story,6,5,2005,2005,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,728,GasA,5,Yes,728,728,1456,Attached,2005,2,400,3,100,24,None,176000
58,14054,Single Family Detached,2 Story,7,5,2006,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,879,GasA,5,Yes,879,984,1863,Built-In,2006,3,660,3,100,17,None,219210
65,8850,Single Family Detached,2.5 Story,7,6,1916,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,815,GasA,5,Yes,815,875,1690,Detached,1916,1,225,3,0,0,None,144000
70,9100,Single Family Detached,1 Story,7,5,2001,2001,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1212,GasA,5,Yes,1212,0,1212,Attached,2001,2,573,3,356,0,None,178000
75,11235,Single Family Detached,1 Story,4,5,1963,1979,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,547,1051,GasA,4,Yes,1382,0,1382,Attached,1974,2,459,3,0,82,None,148000
71,9353,Single Family Detached,1 Story,4,5,1970,1970,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,864,GasA,4,Yes,864,0,864,Attached,1972,1,280,3,0,0,Shed,116050
80,10400,Single Family Detached,2 Story,7,5,1998,1998,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,866,GasA,5,Yes,866,913,1779,Attached,1998,2,546,3,198,36,None,197900
50,6000,Single Family Detached,1.5 Story,5,8,1925,1997,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,884,GasA,5,Yes,884,464,1348,Detached,1960,1,216,3,0,0,None,117000
75,9750,Single Family Detached,1 Story,7,5,2000,2001,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1630,GasA,5,Yes,1630,0,1630,Attached,2000,2,451,3,74,234,None,213000
78,10140,Single Family Detached,1 Story,5,6,1975,1975,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,788,1056,GasA,5,Yes,1074,0,1074,Attached,1975,2,495,3,0,88,None,153500
90,14684,Single Family Detached,1 Story,7,7,1990,1991,Hip,Standard Composite Shingle,4,3,Cinder Block,4,3,485,2158,GasA,4,Yes,2196,0,2196,Attached,1990,3,701,3,84,70,None,271900
0,8900,Single Family Detached,1 Story,4,4,1966,1966,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,1056,1056,GasA,3,Yes,1056,0,1056,Detached,1966,1,384,3,0,42,None,107000
70,9135,Single Family Detached,1 Story,6,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,340,1682,GasA,5,Yes,1700,0,1700,Attached,2003,2,544,3,192,23,None,200000
70,7763,Single Family Detached,1 Story,5,7,1962,1980,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,504,931,GasA,3,Yes,1283,0,1283,Detached,1980,2,506,3,0,0,None,140000
85,10182,Single Family Detached,1 Story,8,5,2006,2006,Hip,Standard Composite Shingle,4,3,Poured Concrete,5,3,1220,1660,GasA,5,Yes,1660,0,1660,Attached,2006,2,500,3,322,50,None,290000
70,11218,Single Family Detached,2 Story,6,5,1992,1992,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1055,GasA,5,Yes,1055,790,1845,Attached,1992,2,462,3,635,104,Shed,189000
152,12134,Single Family Detached,1.5 Story,8,7,1988,2005,Gable,Standard Composite Shingle,4,3,Wood,4,3,427,559,GasA,4,Yes,1080,672,1752,Basement Garage,1988,2,492,3,325,12,None,164000
50,9340,Single Family Detached,1 Story,4,6,1941,1950,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,344,672,GasA,3,Yes,672,0,672,Attached,1941,1,234,3,0,113,None,113000
0,10246,Single Family Detached,Split Level,4,9,1965,2001,Gable,Standard Composite Shingle,3,4,Cinder Block,3,4,648,648,GasA,5,Yes,960,0,960,Attached,1965,1,364,3,88,0,None,145000
69,10205,Single Family Detached,Split Foyer,5,5,1962,1962,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,784,925,GasA,3,Yes,999,0,999,Attached,1962,1,300,3,150,72,None,134500
99,7094,Single Family Detached,1 Story,5,5,1966,1966,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,180,894,GasA,3,Yes,894,0,894,Detached,1966,1,384,3,0,0,None,125000
68,8930,Duplex,1.5 Story,6,5,1978,1978,Gable,Standard Composite Shingle,3,3,Slab,0,0,0,0,GasA,3,Yes,1318,584,1902,Attached,1978,2,539,3,0,0,None,112000
72,8640,Single Family Detached,1 Story,8,5,2009,2009,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,936,1300,GasA,5,Yes,1314,0,1314,Attached,2009,2,552,3,135,112,None,229456
52,6240,Single Family Detached,1.5 Story,4,5,1947,1950,Gable,Standard Composite Shingle,3,3,Slab,0,0,0,0,GasA,4,No,672,240,912,None,1947,0,0,0,0,0,None,80500
21,1680,Townhouse,2 Story,6,5,1971,1971,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,672,GasA,3,Yes,672,546,1218,None,1971,0,0,0,201,0,None,91500
66,7800,Single Family Detached,1 Story,5,5,1964,1964,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,312,912,GasA,3,Yes,912,0,912,Attached,1964,1,288,3,0,0,None,115000
55,8250,Single Family Detached,1 Story,5,5,1968,1968,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,250,952,GasA,5,Yes,1211,0,1211,Attached,1968,1,322,3,0,63,None,134000
78,10496,Single Family Detached,1.5 Story,6,6,1949,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,196,1040,GasA,5,Yes,1168,678,1846,Attached,1949,1,315,3,0,0,None,143000
89,10680,Single Family Detached,1 Story,5,3,1951,1951,Hip,Standard Composite Shingle,3,3,Cinder Block,3,2,756,2136,GasA,3,No,2136,0,2136,Detached,1951,2,528,3,0,30,None,137900
60,15384,Single Family Detached,2 Story,7,5,2004,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,724,788,GasA,5,Yes,788,702,1490,Attached,2004,2,388,3,100,75,None,184000
65,10482,Single Family Detached,Split Level,6,8,1958,1958,Hip,Standard Composite Shingle,3,4,Cinder Block,3,3,507,588,GasA,5,Yes,1138,0,1138,Attached,1958,1,264,3,224,0,None,145000
86,14598,Single Family Detached,2 Story,6,5,2007,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,894,GasA,5,Yes,894,1039,1933,Built-In,2007,3,668,3,100,18,None,214000
72,8872,Single Family Detached,1 Story,5,8,1965,2008,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,595,912,GasA,5,Yes,912,0,912,Detached,1992,2,576,3,0,240,None,147000
65,8769,Townhouse End Unit,1 Story,9,5,2008,2008,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,1540,1702,GasA,5,Yes,1702,0,1702,Attached,2008,3,1052,3,0,72,None,367294
70,7910,Single Family Detached,Split Level,5,5,1960,1960,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,666,1075,GasA,4,Yes,1507,0,1507,Basement Garage,1960,1,404,3,0,0,None,127000
0,18890,Duplex,1.5 Story,5,5,1977,1977,Shed,Standard Composite Shingle,3,3,Cinder Block,4,3,498,1361,GasA,5,Yes,1361,1259,2620,Built-In,1977,2,600,3,155,24,None,190000
70,7728,Duplex,Split Level,5,6,1962,1962,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,803,1106,GasA,3,Yes,1190,0,1190,Attached,1962,2,540,3,0,18,None,132500
70,9842,Duplex,1 Story,4,5,1962,1962,Gable,Standard Composite Shingle,3,3,Slab,0,0,0,0,GasA,3,Yes,1224,0,1224,Car Port,1962,2,462,3,0,0,None,101800
0,12160,Single Family Detached,1 Story,5,5,1959,1959,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,1000,1188,GasA,2,Yes,1188,0,1188,Attached,1959,2,531,3,0,0,None,142000
55,8525,Single Family Detached,2 Story,5,6,1911,1950,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,940,GasA,3,No,1024,940,1964,None,1911,0,0,0,0,192,None,130000
96,13132,Single Family Detached,2 Story,5,5,1914,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,4,3,0,747,GasA,4,Yes,892,892,1784,Detached,1914,1,180,2,203,40,None,138887
36,2628,Townhouse,2 Story,7,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,764,GasA,5,Yes,764,862,1626,Built-In,2003,2,474,3,0,27,None,175500
41,12393,Single Family Detached,2 Story,7,5,2004,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,847,GasA,5,Yes,847,1101,1948,Built-In,2004,2,434,3,100,48,None,195000
63,13072,Single Family Detached,1 Story,6,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1141,GasA,5,Yes,1141,0,1141,Detached,2005,2,484,3,0,0,None,142500
64,9037,Single Family Detached,1 Story,8,5,2006,2006,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,428,1476,GasA,5,Yes,1484,0,1484,Attached,2006,2,472,3,120,33,None,265900
65,8158,Single Family Detached,2 Story,7,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,550,884,GasA,5,Yes,884,884,1768,Attached,2003,2,543,3,0,63,None,224900
83,9849,Single Family Detached,1 Story,7,6,2007,2007,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1689,GasA,5,Yes,1689,0,1689,Attached,2007,3,954,3,0,56,None,248328
85,10625,Single Family Detached,Split Foyer,7,6,1974,1974,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,885,1053,GasA,3,Yes,1173,0,1173,Attached,1974,2,528,3,0,120,None,170000
107,13891,Single Family Detached,1 Story,10,5,2006,2006,Gable,Standard Composite Shingle,5,3,Poured Concrete,5,4,1386,2076,GasA,5,Yes,2076,0,2076,Attached,2006,3,850,3,216,229,None,465000
0,11435,Single Family Detached,2 Story,8,7,1929,1950,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,792,GasA,2,Yes,792,725,1517,Detached,1931,2,400,3,0,0,None,230000
78,12090,Single Family Detached,Split Level,6,7,1984,2003,Hip,Standard Composite Shingle,3,3,Cinder Block,4,3,0,585,GasA,5,Yes,1140,728,1868,Built-In,1984,2,477,3,268,112,None,178000
65,8125,Single Family Detached,2 Story,7,5,2005,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,756,GasA,5,Yes,756,797,1553,Attached,2005,2,615,3,0,45,None,186500
0,12328,Single Family Detached,Split Level,6,5,1976,1976,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,539,1012,GasA,3,Yes,1034,0,1034,Attached,1976,3,888,3,0,0,None,169900
60,9600,Single Family Detached,2.5 Story,6,5,1917,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,4,3,319,735,OthW,2,No,1134,924,2058,Detached,1950,2,396,2,0,0,None,129500
60,7200,Single Family Detached,1 Story,5,7,1950,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,534,876,GasA,3,Yes,988,0,988,Attached,1950,1,276,3,0,80,None,119000
93,11160,Single Family Detached,1 Story,7,5,1968,1968,Hip,Standard Composite Shingle,4,3,Cinder Block,3,3,1065,2110,GasA,5,Yes,2110,0,2110,Attached,1968,2,522,3,0,0,None,244000
0,3136,Townhouse End Unit,1 Story,7,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1405,GasA,5,Yes,1405,0,1405,Attached,2003,2,478,3,148,36,None,171750
62,9858,Single Family Detached,1 Story,5,6,1968,1968,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,510,864,GasA,3,Yes,874,0,874,Attached,1968,1,288,3,33,0,Shed,130000
0,17542,Single Family Detached,2 Story,7,7,1974,2003,Gable,Standard Composite Shingle,4,3,Cinder Block,3,3,125,1192,GasA,3,Yes,1516,651,2167,Attached,1974,2,518,3,220,47,None,294000
60,6931,Single Family Detached,2 Story,7,5,2003,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,746,GasA,5,Yes,760,896,1656,Built-In,2003,2,397,3,178,128,None,165400
52,6240,Single Family Detached,1.5 Story,6,6,1931,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,2,425,884,GasA,3,Yes,959,408,1367,Detached,1978,1,560,3,0,0,None,127500
91,14303,Single Family Detached,1 Story,8,5,1994,1994,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,1314,1986,GasA,5,Yes,1987,0,1987,Attached,1994,2,691,3,262,36,None,301500
56,4060,Single Family Detached,1 Story,5,8,1922,1950,Gable,Standard Composite Shingle,3,3,Poured Concrete,2,3,0,864,GasA,5,Yes,864,0,864,None,1922,0,0,0,0,96,None,99900
59,9587,Single Family Detached,Split Level,7,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,655,856,GasA,5,Yes,1166,0,1166,Attached,2005,2,400,3,212,0,None,190000
65,9750,Single Family Detached,1 Story,6,8,1969,1969,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,602,1054,GasA,4,Yes,1054,0,1054,Attached,1969,2,460,3,180,0,None,151000
0,24682,Single Family Detached,2 Story,6,5,1999,1999,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,841,GasA,5,Yes,892,783,1675,Built-In,1999,2,502,3,0,103,None,181000
80,9600,Single Family Detached,1 Story,5,6,1956,1956,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,504,1050,GasA,4,Yes,1050,0,1050,Attached,1956,1,338,3,0,0,None,128900
0,11250,Single Family Detached,1.5 Story,4,5,1957,1989,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,1104,GasA,5,Yes,1104,684,1788,Attached,1957,1,304,3,120,0,None,161500
60,13515,Single Family Detached,2 Story,6,6,1919,1950,Gambrel,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,764,GasA,5,Yes,1060,764,1824,Detached,1940,2,520,3,0,0,None,180500
34,4060,Townhouse End Unit,1 Story,6,5,1998,1999,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,266,1405,GasA,5,Yes,1337,0,1337,Attached,1998,2,511,3,144,68,None,181000
35,3735,Townhouse End Unit,2 Story,7,5,1999,1999,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,450,691,GasA,5,Yes,713,739,1452,Detached,1999,2,506,3,0,34,None,183900
60,10120,Two Family Conversion,2.5 Story,7,4,1910,1950,Hip,Standard Composite Shingle,2,3,Cinder Block,3,3,0,925,GasA,3,No,964,925,1889,Detached,1960,1,308,3,0,0,None,122000
89,13214,Single Family Detached,1 Story,9,5,2008,2009,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,0,2002,GasA,5,Yes,2018,0,2018,Attached,2009,3,746,3,144,76,None,378500
0,14100,Single Family Detached,1.5 Story,8,9,1935,1997,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,192,728,GasA,5,Yes,1968,1479,3447,Built-In,1982,3,1014,3,314,12,None,381000
78,11344,Single Family Detached,1.5 Story,5,5,1958,1958,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,460,874,GasW,3,Yes,874,650,1524,Attached,1958,1,315,3,0,0,None,144000
0,23595,Single Family Detached,1 Story,7,6,1979,1979,Shed,Wood Shakes,4,3,Poured Concrete,4,3,1258,1332,GasA,3,Yes,1332,192,1524,Attached,1979,2,586,3,268,0,None,260000
0,9156,Single Family Detached,1 Story,6,7,1968,1968,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,0,1489,GasA,4,Yes,1489,0,1489,Attached,1968,2,462,3,0,0,None,185750
0,13526,Single Family Detached,1 Story,5,6,1965,1965,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,560,935,GasA,3,Yes,935,0,935,Attached,1965,1,288,3,180,0,None,137000
124,11512,Single Family Detached,Split Level,6,7,1959,2006,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,719,1019,GasA,4,Yes,1357,0,1357,Basement Garage,1959,1,312,3,0,0,None,177000
53,5362,Single Family Detached,1.5 Story,5,6,1910,2003,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,661,GasA,5,Yes,661,589,1250,Detached,1985,2,552,3,242,0,None,139000
95,11345,Duplex,2 Story,5,5,1948,1950,Gable,Roll,3,3,Cinder Block,3,3,220,928,GasA,4,Yes,928,992,1920,Detached,1948,2,400,3,0,0,None,137000
0,12936,Single Family Detached,2 Story,6,6,1972,1972,Gable,Standard Composite Shingle,3,3,Cinder Block,3,4,593,723,GasA,3,Yes,735,660,1395,Attached,1972,2,497,3,294,116,None,162000
0,17871,Single Family Detached,Split Level,6,5,1967,1976,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,528,1680,GasA,2,Yes,1724,0,1724,Attached,1967,2,480,3,0,0,None,197900
75,9473,Single Family Detached,2 Story,8,5,2002,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,804,1128,GasA,5,Yes,1128,903,2031,Attached,2002,2,577,3,0,211,None,237000
60,7500,Single Family Detached,1.5 Story,4,4,1920,1950,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,0,698,GasA,3,Yes,698,430,1128,Detached,1980,2,528,3,30,0,None,68400
67,9808,Single Family Detached,1 Story,7,5,2002,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,788,1573,GasA,5,Yes,1573,0,1573,Attached,2002,2,544,3,0,72,None,227000
50,8049,Single Family Detached,1 Story,7,5,1990,1990,Hip,Standard Composite Shingle,3,3,Cinder Block,4,3,1053,1309,GasA,3,Yes,1339,0,1339,Attached,1990,2,484,4,0,58,None,180000
61,8800,Single Family Detached,1 Story,5,7,1977,2008,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,532,1040,GasA,3,Yes,1040,0,1040,Detached,1977,2,484,3,0,0,None,150500
94,9400,Duplex,2 Story,6,5,1971,1971,Mansard,Standard Composite Shingle,3,3,Cinder Block,3,3,0,912,GasA,3,Yes,912,912,1824,None,1971,0,0,0,128,0,None,139000
50,9638,Single Family Detached,1.5 Story,6,7,1919,1990,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,804,GasA,5,Yes,1699,748,2447,Detached,1969,1,336,3,272,0,None,169000
50,6000,Single Family Detached,1.5 Story,6,6,1939,1950,Gable,Standard Composite Shingle,3,2,Cinder Block,3,3,0,780,GasA,5,Yes,825,587,1412,Detached,1939,1,280,3,45,0,None,132500
0,9790,Single Family Detached,1 Story,6,5,1963,1963,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,569,1328,GasA,3,Yes,1328,0,1328,Attached,1963,2,528,3,0,26,None,143000
0,36500,Single Family Detached,1 Story,5,5,1964,1964,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,812,1624,GasA,2,Yes,1582,0,1582,Attached,1964,2,390,3,168,198,None,190000
40,5664,Townhouse End Unit,1 Story,8,5,2000,2000,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,1158,1501,GasA,5,Yes,1659,0,1659,Attached,2000,2,499,3,212,59,None,278000
86,11065,Single Family Detached,2 Story,8,5,2006,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1085,GasA,5,Yes,1120,850,1970,Built-In,2006,3,753,3,177,74,None,281000
0,14112,Single Family Detached,Split Level,5,7,1964,1964,Hip,Standard Composite Shingle,3,3,Poured Concrete,3,3,1014,1152,GasA,3,Yes,1152,0,1152,Attached,1964,2,484,3,227,0,None,180500
21,1680,Townhouse,2 Story,5,7,1972,1972,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,231,630,GasA,3,Yes,630,672,1302,Detached,1972,1,264,3,185,0,None,119500
60,6600,Single Family Detached,2 Story,5,4,1892,1965,Gable,Standard Composite Shingle,3,3,Stone,3,3,0,994,GasA,3,No,1378,994,2372,Attached,1985,1,432,3,0,287,None,107500
78,10140,Single Family Detached,2 Story,7,5,1976,1976,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,194,832,GasA,3,Yes,832,832,1664,Attached,1976,2,528,3,0,28,None,162900
60,8172,Single Family Detached,1 Story,5,7,1955,1990,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,167,864,GasA,3,Yes,864,0,864,Detached,1957,2,572,3,0,0,None,115000
70,8400,Single Family Detached,1 Story,5,5,1968,1968,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,1016,1052,GasA,4,Yes,1052,0,1052,Attached,1968,1,288,3,356,0,None,138500
80,8700,Single Family Detached,1 Story,5,6,1963,1963,Hip,Standard Composite Shingle,3,4,Cinder Block,3,3,776,1120,GasA,4,Yes,1128,0,1128,Attached,1963,2,525,3,192,20,None,155000
35,3675,Townhouse End Unit,Split Foyer,6,5,2005,2006,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,547,547,GasA,4,Yes,1072,0,1072,Basement Garage,2005,2,525,3,0,44,None,140000
75,7500,Single Family Detached,1 Story,5,7,1959,1994,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,340,1246,GasA,5,Yes,1246,0,1246,Attached,1959,1,305,3,218,0,None,154000
0,10762,Single Family Detached,2 Story,7,5,1999,1999,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,694,978,GasA,5,Yes,1005,978,1983,Attached,1999,2,490,3,0,0,None,225000
0,7500,Single Family Detached,2 Story,6,7,1942,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,547,771,GasA,2,Yes,753,741,1494,Attached,1942,1,213,3,0,0,None,177500
92,10120,Single Family Detached,2 Story,8,5,1994,1994,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,740,1165,GasA,5,Yes,1203,1323,2526,Attached,1994,3,844,3,309,78,None,290000
73,8688,Single Family Detached,1 Story,7,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1616,GasA,5,Yes,1616,0,1616,Attached,2005,3,834,3,208,59,None,232000
32,3363,Townhouse End Unit,2 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,976,GasA,5,Yes,976,732,1708,Detached,2004,2,380,3,0,40,None,130000
108,13173,Single Family Detached,1 Story,9,5,2006,2007,Hip,Standard Composite Shingle,4,3,Poured Concrete,5,3,1572,1652,GasA,5,Yes,1652,0,1652,Attached,2006,2,840,3,404,102,None,325000
48,6955,Townhouse End Unit,1 Story,7,5,2005,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1368,GasA,5,Yes,1368,0,1368,Attached,2005,2,474,3,132,35,None,202500
60,8072,Single Family Detached,1 Story,5,5,1994,1995,Gable,Standard Composite Shingle,3,4,Poured Concrete,4,4,746,990,GasA,5,Yes,990,0,990,Detached,2000,2,480,3,0,64,None,138000
100,12000,Single Family Detached,1 Story,5,7,1948,2005,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,144,924,GasA,5,Yes,1122,0,1122,Attached,1948,2,528,3,0,36,None,147000
0,7153,Single Family Detached,1 Story,6,5,1991,1991,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,1200,1278,GasA,4,Yes,1294,0,1294,Attached,1991,2,496,3,112,51,None,179200
100,17500,Single Family Detached,1 Story,7,8,1959,2002,Gable,Standard Composite Shingle,4,4,Poured Concrete,4,3,1406,1902,GasA,3,Yes,1902,0,1902,Attached,1959,2,567,3,0,207,None,335000
68,8814,Single Family Detached,1 Story,7,5,2005,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,925,1274,GasA,5,Yes,1274,0,1274,Attached,2005,2,508,3,264,98,None,203000
0,9572,Single Family Detached,2 Story,8,5,1990,1990,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,482,1453,GasA,5,Yes,1453,1357,2810,Attached,1990,2,750,4,500,0,None,302000
108,14774,Single Family Detached,2 Story,9,5,1999,1999,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1393,GasA,5,Yes,1422,1177,2599,Built-In,1999,3,779,3,668,30,None,333168
60,8190,Single Family Detached,1 Story,4,6,1954,1954,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,732,948,GasA,5,Yes,948,0,948,Detached,1956,1,280,3,0,36,None,119000
85,11075,Single Family Detached,2 Story,6,5,1969,1969,Gable,Standard Composite Shingle,3,3,Cinder Block,2,3,500,952,GasA,3,Yes,1092,1020,2112,Attached,1969,2,576,3,280,0,None,206900
61,10226,Single Family Detached,1 Story,8,5,2008,2008,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,0,1622,GasA,5,Yes,1630,0,1630,Attached,2008,3,860,3,172,42,None,295493
47,4230,Townhouse End Unit,1 Story,7,5,2006,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,4,0,1352,GasA,5,Yes,1352,0,1352,Attached,2006,2,466,3,0,241,None,208900
0,14781,Single Family Detached,1 Story,8,5,2001,2002,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1753,GasA,5,Yes,1787,0,1787,Attached,2001,3,748,3,198,150,None,275000
